Vehicle,Route,B,Day,Stop No,Main Location,Secondary Location,Postcode,Freq,Easting,Northing,Arrive,Depart,Stop Duration,Stop Time,Stop Time dec,ID
CMOB,C2,1st,Tuesday,1,Horningsea,High Street,CB25 9JG,monthly,549269.61,262280.3,100000000,105000000,5000000,5000000,0.833333,1
CMOB,C2,1st,Tuesday,2,Fen Ditton,Wrights Close,CB5 8SY,monthly,548300.06,260896.35,110000000,111500000,1500000,1500000,0.25,2
CMOB,C2,1st,Tuesday,3,Six Mile Bottom,Delamere Close,CB8 0UN,monthly,557852.61,256909.87,113500000,120000000,2500000,2500000,0.416667,3
CMOB,C2,1st,Tuesday,4,West Wratting,High Street,CB21 5LU,monthly,560465.56,252265.92,121500000,124500000,3000000,3000000,0.5,4
CMOB,C2,1st,Tuesday,5,Weston Green,Post Office,CB21 5NT,monthly,562704.56,252215.78,135000000,141500000,2500000,2500000,0.416667,5
CMOB,C2,1st,Tuesday,6,Weston Colville,Mill Hill,CB21 5NY,monthly,562024.85,252915.45,142000000,145000000,3000000,3000000,0.5,6
CMOB,C2,1st,Tuesday,7,Brinkley,High Street,CB8 0SF,monthly,563080.36,254670.2,150000000,160000000,10000000,10000000,1,7
CMOB,C3,1st,Wednesday,1,Newnham,Pinehurst/Grange Road,CB3 9BH,monthly,543765.98,257932.17,93000000,101500000,4500000,4500000,0.75,8
CMOB,C3,1st,Wednesday,2,Newnham,Larchfield/Gough Way,CB3 9LR,monthly,543504.44,257731.42,102500000,110000000,3500000,3500000,0.583333,9
CMOB,C3,1st,Wednesday,3,Newton,The Green,CB22 7PA,monthly,543766.67,249490.09,112500000,120000000,3500000,3500000,0.583333,10
CMOB,C3,1st,Wednesday,4,Thriplow,Middle Street / School Lane,SG8 7RH,monthly,543780.14,246684.12,121000000,123500000,2500000,2500000,0.416667,11
CMOB,C3,1st,Wednesday,5,Thriplow,Sheralds Croft Lane,SG8 7RB,monthly,543394.95,246624.4,124000000,130000000,2000000,2000000,0.333333,12
CMOB,C3,1st,Wednesday,6,Great Chishill,The Church,SG8 8SR,monthly,542301.02,238883.71,141000000,144000000,3000000,3000000,0.5,13
CMOB,C3,1st,Wednesday,7,Heydon,Fowlmere Road,SG8 8PZ,monthly,543096.25,240351.64,144500000,151500000,3000000,3000000,0.5,14
CMOB,C3,1st,Wednesday,8,Fowlmere,High Street,SG8 7SR,monthly,542250.28,245859.14,153000000,161000000,4000000,4000000,0.666667,15
CMOB,C4,1st,Thursday,1,Harlton,Bolton Way,CB23 1EZ,monthly,538489.02,252415.11,100000000,102000000,2000000,2000000,0.333333,16
CMOB,C4,1st,Thursday,2,Harlton,Lay-by,CB23 1ER,monthly,539103.61,252435.97,102500000,110000000,3500000,3500000,0.583333,17
CMOB,C4,1st,Thursday,3,Haslingfield,The Meadows,CB23 1JD,monthly,540648,252429,111000000,114000000,3000000,3000000,0.5,18
CMOB,C4,1st,Thursday,4,Haslingfield,Methodist Church,CB23 1JW,monthly,540518.53,252172.94,114500000,122000000,3500000,3500000,0.583333,19
CMOB,C4,1st,Thursday,5,Harston,The Limes,CB22 7QT,monthly,542701,251039.96,132000000,134000000,2000000,2000000,0.333333,20
CMOB,C4,1st,Thursday,6,Harston,Queens Close,CB22 7QW,monthly,543209.38,251373.33,134500000,142000000,3500000,3500000,0.583333,21
CMOB,C4,1st,Thursday,7,Hauxton,The Green,CB22 5HP,monthly,544010.99,252062.63,143000000,150000000,3000000,3000000,0.5,22
CMOB,C4,1st,Thursday,8,Trumpington,"Foster Road, Pavilion",CB2 9JT,monthly,544737.52,254838.98,151500000,160000000,4500000,4500000,0.75,23
CMOB,C5,1st,Friday,1,Cambridge,Storeys House,CB3 0BZ,monthly,544368.74,259165.21,94500000,101500000,3000000,3000000,0.5,24
CMOB,C5,1st,Friday,2,Barton,Roman Hill,CB23 7AX,monthly,541420.83,255657.43,103500000,105500000,2000000,2000000,0.333333,25
CMOB,C5,1st,Friday,3,Barton,Kings Grove,CB23 7AZ,monthly,540891.27,256008.47,110000000,114000000,4000000,4000000,0.666667,26
CMOB,C5,1st,Friday,4,Barton,Great Close,CB23 7BH,monthly,540733.62,255636.94,114500000,120500000,2000000,2000000,0.333333,27
CMOB,C5,1st,Friday,5,Barton,Allens Close,CB23 7BL,monthly,540919.13,255656.02,121000000,123000000,2000000,2000000,0.333333,28
CMOB,C5,1st,Friday,6,Grantchester,Stulpfield Road/Tabrum Close,CB3 9NL,monthly,543013.45,255642.96,124000000,131000000,3000000,3000000,0.5,29
CMOB,C5,1st,Friday,7,Coton,Footpath,CB3 7PX,monthly,541502.63,258767.34,140000000,143500000,3500000,3500000,0.583333,30
CMOB,C5,1st,Friday,8,Coton,St Peters Road,CB3 7PR,monthly,540716.12,258738.1,144000000,160000000,12000000,12000000,1.33333,31
CMOB,C8,2nd,Monday,1,Cambridge,Neville Road,CB1 3SW,monthly,547043.17,256699.33,94500000,102000000,3500000,3500000,0.583333,32
CMOB,C8,2nd,Monday,2,Cambridge,Brooklyn Court,CB1 7HF,monthly,547357.56,256466.17,102500000,105500000,3000000,3000000,0.5,33
CMOB,C8,2nd,Monday,3,Cambridge,Normanhurst,CB1 7BJ,monthly,546532.29,256581.54,110500000,113000000,2500000,2500000,0.416667,34
CMOB,C8,2nd,Monday,4,Cambridge,Denis Wilson Court,CB2 8ES,monthly,545109.76,256005.78,114000000,121000000,3000000,3000000,0.5,35
CMOB,C8,2nd,Monday,5,Trumpington,Bishops Road,CB2 2NQ,monthly,544723.74,254330.03,122000000,125000000,3000000,3000000,0.5,36
CMOB,C8,2nd,Monday,6,Babraham,High Street,CB22 3AG,monthly,551321.87,250372.54,135000000,141500000,2500000,2500000,0.416667,37
CMOB,C8,2nd,Monday,7,Sawston,Chapelfield Way,CB22 3SY,monthly,548738.13,249631.5,142500000,145000000,2500000,2500000,0.416667,38
CMOB,C8,2nd,Monday,8,Sawston,Uffen Way,CB22 3BS,monthly,548041.68,249562.86,150000000,153000000,3000000,3000000,0.5,39
CMOB,C8,2nd,Monday,9,Great Shelford,Orchard Road,CB22 5AA,monthly,546608,252642,154000000,161000000,3000000,3000000,0.5,40
CMOB,C9,2nd,Tuesday,1,Linton,Flaxfields,CB21 4JG,monthly,556059.3,247102.43,100000000,110000000,10000000,10000000,1,41
CMOB,C9,2nd,Tuesday,2,Camps End,Sangers Farm,CB21 4TR,monthly,561430.79,242487.26,112500000,114000000,1500000,1500000,0.25,42
CMOB,C9,2nd,Tuesday,3,Shudy Camps,Main Street,CB21 4RA,monthly,561531.58,245011.9,115000000,120500000,1500000,1500000,0.25,43
CMOB,C9,2nd,Tuesday,4,Castle Camps,Claydon Close,CB21 4TD,monthly,563353.19,243639.75,121500000,125000000,3500000,3500000,0.583333,44
CMOB,C9,2nd,Tuesday,5,Horseheath,Old Nurseries,CB21 4QR,monthly,561557.84,247056.19,140000000,144000000,4000000,4000000,0.666667,45
CMOB,C9,2nd,Tuesday,6,West Wickham,Streetley End,CB21 4RS,monthly,561653.57,248248.26,145000000,150500000,1500000,1500000,0.25,46
CMOB,C9,2nd,Tuesday,7,West Wickham,Council Houses,CB21 4SB,monthly,561836.2,249526.31,151500000,153000000,1500000,1500000,0.25,47
CMOB,C9,2nd & 4th,Tuesday,8,Balsham,Bandstand,CB21 5WA,twice monthly,558606.1,250815.53,154000000,164500000,10500000,10500000,1.08333,48
CMOB,C10,2nd,Wednesday,1,Kennett,Dane Hill,CB8 7QG,monthly,569860.22,268114.97,100000000,101500000,1500000,1500000,0.25,49
CMOB,C10,2nd,Wednesday,2,Chippenham,Village Hall,CB7 5PN,monthly,566137.21,270006.19,102000000,103500000,1500000,1500000,0.25,50
CMOB,C10,2nd,Wednesday,3,Snailwell,Roman Way,CB8 7LT,monthly,564596.61,267496.09,104000000,110000000,2000000,2000000,0.333333,51
CMOB,C10,2nd,Wednesday,4,Fordham,Harry Palmer,CB7 5LZ,monthly,562534.54,270857.24,111000000,113500000,2500000,2500000,0.416667,52
CMOB,C10,2nd,Wednesday,5,Fordham,Mildenhall Road,CB7 5NR,monthly,564151.24,270842.68,114500000,120500000,2000000,2000000,0.333333,53
CMOB,C10,2nd,Wednesday,6,Isleham,Church Street,CB7 5RX,monthly,564288.13,274342.21,121500000,130000000,4500000,4500000,0.75,54
CMOB,C10,2nd,Wednesday,7,Lode,Longmeadow,CB25 9HA,monthly,554463.99,262891.88,141000000,143500000,2500000,2500000,0.416667,55
CMOB,C10,2nd,Wednesday,8,Lode,Northfields,CB25 9EU,monthly,553635.17,262589.93,144000000,151500000,3500000,3500000,0.583333,56
CMOB,C10,2nd,Wednesday,9,Lode,Post Office,CB25 9EW,monthly,553363.8,262684.33,152000000,160000000,4000000,4000000,0.666667,57
CMOB,C10,2nd,Wednesday,10,Stow cum Quy,Wheelwright Close,CB25 9AN,monthly,552076.26,260518.79,161000000,163000000,2000000,2000000,0.333333,58
CMOB,C11,2nd,Thursday,1,Newnham,Lammas Court,CB3 9HY,monthly,544342.98,257367.78,94000000,103500000,5500000,5500000,0.916667,59
CMOB,C11,2nd,Thursday,2,Duxford Airfield,"Whitehall Gardens, Heathfield",CB22 4QJ,monthly,545647.64,246134.85,110000000,113000000,3000000,3000000,0.5,60
CMOB,C11,2nd,Thursday,3,Whittlesford,Ascham Lane,CB22 4LX,monthly,546988.72,248016.59,114000000,120000000,2000000,2000000,0.333333,61
CMOB,C11,2nd,Thursday,4,Whittlesford,Lettice Martin Croft,CB22 4NS,monthly,547543.98,248387.83,120500000,123000000,2500000,2500000,0.416667,62
CMOB,C11,2nd,Thursday,5,Whittlesford,Royston Road,CB22 4NW,monthly,547990.76,247219.83,123500000,130000000,2500000,2500000,0.416667,63
CMOB,C11,2nd,Thursday,6,Foxton,Hillfields,CB22 6RX,monthly,541589.71,248104.52,140000000,143000000,3000000,3000000,0.5,64
CMOB,C11,2nd,Thursday,7,Foxton,Recreation Centre,CB22 6RN,monthly,541169.85,248272.47,143500000,160000000,12500000,12500000,1.41667,65
CMOB,C11,2nd,Thursday,8,Foxton,West Hill Road,CB22 6SU,monthly,540676.17,248033.81,160500000,162000000,1500000,1500000,0.25,66
CMOB,C12,2nd,Friday,1,Milton,Post Office,CB24 6BW,twice monthly,547855.68,262827.7,94500000,104500000,10000000,10000000,1,67
CMOB,C12,2nd,Friday,2,Milton,The Rowans,CB24 6ZR,monthly,547442.68,262643.67,105000000,111500000,2500000,2500000,0.416667,68
CMOB,C12,2nd,Friday,3,Soham,Honeysuckle Close,CB7 5YT,monthly,559226.81,273927.63,114500000,121000000,2500000,2500000,0.416667,69
CMOB,C12,2nd,Friday,4,Soham,Crescent,CB7 5AG,monthly,559952.13,272711.07,121500000,123000000,1500000,1500000,0.25,70
CMOB,C12,2nd,Friday,5,Burwell,Ash Grove,CB25 0ER,monthly,558745.07,266817.26,124500000,131500000,3000000,3000000,0.5,71
CMOB,C12,2nd,Friday,6,Reach,Fair Green,CB25 0JD,monthly,556639.72,266208.43,142000000,144000000,2000000,2000000,0.333333,72
CMOB,C12,2nd,Friday,7,Swaffham Prior,Commercial End,CB25 0NE,monthly,555682.11,263077.09,145000000,150500000,1500000,1500000,0.25,73
CMOB,C12,2nd,Friday,8,Swaffham Prior,School,CB25 0LD,monthly,556777,264043,151000000,153500000,2500000,2500000,0.416667,74
CMOB,C12,2nd,Friday,9,Swaffham Bulbeck,High Street,CB21 5JD,monthly,555584.82,262516.53,154500000,161500000,3000000,3000000,0.5,75
CMOB,C16,3rd,Tuesday,1,Whaddon,Meldreth Road,SG8 5RS,monthly,535650.44,246442.2,100000000,103000000,3000000,3000000,0.5,76
CMOB,C16,3rd,Tuesday,2,Meldreth,Bell Close,SG8 6LE,monthly,537496.44,245967.21,104000000,113000000,5000000,5000000,0.833333,77
CMOB,C16,3rd,Tuesday,3,Melbourn,John Impey Way,SG8 6HZ,monthly,538695.57,244579.16,114000000,120500000,2500000,2500000,0.416667,78
CMOB,C16,3rd,Tuesday,4,Melbourn,"Vicarage Close, Sheltered Housing",SG8 6DY,monthly,538217.87,244937.66,121000000,124500000,3500000,3500000,0.583333,79
CMOB,C16,3rd,Tuesday,5,Shepreth,Frog End,SG8 6RF,monthly,539396.99,246895.22,140000000,142000000,2000000,2000000,0.333333,80
CMOB,C16,3rd,Tuesday,6,Shepreth,Blenheim Close,SG8 6PS,monthly,539182.2,247885.39,143000000,145500000,2500000,2500000,0.416667,81
CMOB,C16,3rd,Tuesday,7,Barrington,Bus Shelter,CB22 7QX,monthly,539290.87,249625.25,150500000,153500000,3000000,3000000,0.5,82
CMOB,C16,3rd,Tuesday,8,Barrington,Glebe Road,CB22 7RN,monthly,539926.96,249766.19,154000000,162000000,4000000,4000000,0.666667,83
CMOB,C17,3rd,Wednesday,1,Stapleford,Cox’s Close,CB22 5SP,monthly,547076.04,251865.27,100000000,102000000,2000000,2000000,0.333333,84
CMOB,C17,3rd,Wednesday,2,Pampisford,Recreation Ground,CB22 3EN,monthly,549447,248239,103000000,110000000,3000000,3000000,0.5,85
CMOB,C17,3rd,Wednesday,3,Hinxton,Wellcome Trust Genome Campus,CB10 1SA,monthly,549901,244577,111500000,121500000,10000000,10000000,1,86
CMOB,C17,3rd,Wednesday,4,Hinxton,War Memorial,CB10 1RA,monthly,549593.69,245167.34,122000000,123500000,1500000,1500000,0.25,87
CMOB,C17,3rd,Wednesday,5,Ickleton,Brookhampton Street,CB10 1SL,monthly,549475.96,243995.15,124500000,131500000,3000000,3000000,0.5,88
CMOB,C17,3rd,Wednesday,6,Duxford,Laceys Way,CB22 4SE,monthly,547717.38,246274.81,141500000,145000000,3500000,3500000,0.583333,89
CMOB,C17,3rd,Wednesday,7,Duxford,Green Acres,CB22 4RB,monthly,547892.91,246351.92,145500000,151000000,1500000,1500000,0.25,90
CMOB,C17,3rd,Wednesday,8,Duxford,Carter Close,CB22 4RZ,monthly,548078,245681.5,151500000,154500000,3000000,3000000,0.5,91
CMOB,C17,3rd,Wednesday,9,Duxford,Petersfield Road,CB22 4SF,monthly,547874.87,245863.16,155000000,161500000,2500000,2500000,0.416667,92
CMOB,C18,3rd,Thursday,1,Teversham,Shepherds Way,CB1 9AX,monthly,549884.75,258022.81,95000000,103000000,4000000,4000000,0.666667,93
CMOB,C18,3rd,Thursday,2,Fulbourn,St Vigors Road,CB21 5HT,monthly,551824.8,255970.26,104000000,110000000,2000000,2000000,0.333333,94
CMOB,C18,3rd,Thursday,3,Great Wilbraham,The Green,CB21 5JQ,monthly,554896.74,257577.98,111000000,114000000,3000000,3000000,0.5,95
CMOB,C18,3rd,Thursday,4,Little Wilbraham,High Street,CB21 5JY,monthly,553960.75,258452.62,115000000,121500000,2500000,2500000,0.416667,96
CMOB,C18,3rd,Thursday,5,Bottisham,Downing Close,CB25 9DB,monthly,554522.27,260634.8,122500000,125500000,3000000,3000000,0.5,97
CMOB,C18,3rd,Thursday,6,Upware,Upware Road,CB7 5YQ,monthly,553798.28,270168.59,140000000,142000000,2000000,2000000,0.333333,98
CMOB,C18,3rd,Thursday,7,Wicken,Village Hall,CB7 5XR,monthly,556859.86,270739.9,143000000,145000000,3000000,3000000,0.5,99
CMOB,C18,3rd,Thursday,8,Isleham,Mill Street,CB7 5RY,monthly,564314.1,274148.75,151500000,161500000,10000000,10000000,1,100
CMOB,C19,3rd,Friday,1,Cambridge Science Park,Bright Horizons,CB4 0WG,monthly,546236,261806,94000000,104500000,10500000,10500000,1.08333,101
CMOB,C19,3rd,Friday,2,Landbeach,High Street,CB25 9FR,monthly,547662.96,265102.9,133000000,140000000,3000000,3000000,0.5,102
CMOB,C19,3rd,Friday,3,Cottenham,Franklin Gardens,CB24 8QW,monthly,544972.92,267538.66,141500000,144000000,2500000,2500000,0.416667,103
CMOB,C19,3rd,Friday,4,Rampton,The Green,CB24 8QD,monthly,542642.55,267967.34,145000000,152000000,3000000,3000000,0.5,104
CMOB,C19,3rd,Friday,5,Histon,"Burdett House, Station Rd",CB24 9LQ,monthly,544060,263045,153500000,161000000,3500000,3500000,0.583333,105
CMOB,C23,4th,Tuesday,1,Little Abington,Westfield,CB21 6BE,monthly,552932.79,249337.96,100000000,103000000,3000000,3000000,0.5,106
CMOB,C23,4th,Tuesday,2,Great Abington,North Road,CB21 6AS,monthly,553057.47,247698.45,104000000,111000000,3000000,3000000,0.5,107
CMOB,C23,4th,Tuesday,3,Great Abington,Magna Close,CB21 6AF,monthly,553306.99,248535.06,112000000,121000000,5000000,5000000,0.833333,108
CMOB,C23,4th,Tuesday,4,Great Abington,The Shop,CB21 6AE,monthly,553308.46,248799.13,121500000,123500000,2000000,2000000,0.333333,109
CMOB,C23,4th,Tuesday,5,Hildersham,High Street,CB21 6BU,monthly,554596.82,248726.14,124500000,130000000,1500000,1500000,0.25,110
CMOB,C23,4th,Tuesday,6,Balsham,Mays Avenue,CB21 4ER,monthly,558413.62,250726.09,141500000,144500000,3000000,3000000,0.5,111
CMOB,C23,4th,Tuesday,7,Balsham,Horseshoe  Close,CB21 6EQ,monthly,559020.98,250615.14,145000000,153000000,4000000,4000000,0.666667,112
CMOB,C23,2nd & 4th,Tuesday,8,Balsham,Bandstand,CB21 5WA,twice monthly,558606.1,250815.53,154000000,164500000,10500000,10500000,1.08333,113
CMOB,C24,4th,Wednesday,1,Isleham,Church Street,CB7 5RY,monthly,564288.13,274342.21,94500000,101000000,2500000,2500000,0.416667,114
CMOB,C24,4th,Wednesday,2,Newmarket,Issinglass Close,CB8 8HX,monthly,566203.7,262596.52,103500000,105500000,2000000,2000000,0.333333,115
CMOB,C24,4th,Wednesday,3,Saxon Street,The Reindeer,CB8 9RS,monthly,567922.51,259402.6,110500000,112000000,2500000,100000000,10,116
CMOB,C24,4th,Wednesday,4,Cheveley,Holland Park,CB8 9DL,monthly,568394.08,261253.5,112500000,114500000,2000000,80000000,8,117
CMOB,C24,4th,Wednesday,5,Ashley,Silverley Way,CB8 9DY,monthly,569668.24,261317.66,115500000,121500000,2000000,80000000,8,118
CMOB,C24,4th,Wednesday,6,Kirtling,Pub,CB8 9PB,monthly,568959.42,256853.74,122500000,124500000,1500000,60000000,6,119
CMOB,C24,4th,Wednesday,7,Woodditton,The Three Blackbirds,CB8 9SQ,monthly,565923.11,258138.06,135500000,141500000,2000000,80000000,8,120
CMOB,C24,4th,Wednesday,8,Stetchworth,Jubilee Court,CB8 9UA,monthly,564048.42,258471,142500000,150000000,3500000,140000000,14,121
CMOB,C24,4th,Wednesday,9,Dullingham,Kettlefields School,CB8 9UH,monthly,563610.73,257868.52,151000000,154000000,3000000,120000000,12,122
CMOB,C24,4th,Wednesday,10,Burrough Green,Telephone Kiosk / Bus stop,CB8 0RQ,monthly,563789,255560,155000000,161000000,2000000,80000000,8,123
CMOB,C25,4th,Thursday,1,Girton,Thornton Court,CB3 0NS,monthly,542952,260625,94000000,100000000,2000000,2000000,0.333333,124
CMOB,C25,4th,Thursday,2,Girton,Abbeyfield,CB3 0GQ,monthly,542820,261216,100500000,105000000,4500000,4500000,0.75,125
CMOB,C25,4th,Thursday,3,Girton,St Vincents Close,CB3 0PA,monthly,542290.11,261658.92,105500000,113000000,3500000,3500000,0.583333,126
CMOB,C25,4th,Thursday,4,Girton,Orchard Close,CB3 0PS,monthly,542347.77,262085.01,113500000,120000000,2500000,2500000,0.416667,127
CMOB,C25,4th,Thursday,5,Girton,Gretton Court,CB3 0QN,monthly,541951.65,262108.53,120500000,124000000,3500000,3500000,0.583333,128
CMOB,C25,4th,Thursday,6,Girton,Churchfield Court,CB3 0XA,monthly,542296.67,262639.97,124500000,133000000,4500000,4500000,0.75,129
CMOB,C25,4th,Thursday,7,Oakington,Coles Lane/High Street,CB24 3BA,monthly,540994.41,264433.19,143000000,145500000,2500000,2500000,0.416667,130
CMOB,C25,4th,Thursday,8,Histon,St Audrey's Close,CB24 9JY,monthly,543241.15,263724.14,150500000,152500000,2000000,2000000,0.333333,131
CMOB,C25,4th,Thursday,9,Histon,Kay Hitch Way,CB24 9JR,monthly,544001.45,262973.68,153000000,160500000,3500000,3500000,0.583333,132
CMOB,C26,4th,Friday,1,Cambridge,Brandon Court,CB1 1DZ,monthly,545751.51,258404.97,93000000,100000000,3000000,3000000,0.5,133
CMOB,C26,4th,Friday,2,Cambridge,Hester Adrian,CB4 1AX,monthly,545859.02,259781.19,101000000,104000000,3000000,3000000,0.5,134
CMOB,C26,4th,Friday,3,Cambridge,Bupa Nursing Home,CB4 1NQ,monthly,546054,259801,104500000,112500000,4000000,4000000,0.666667,135
CMOB,C26,4th,Friday,4,Cambridge,Canon New Court,CB4 1ED,monthly,546217.44,259738.28,113000000,115500000,2500000,2500000,0.416667,136
CMOB,C26,4th,Friday,5,Cambridge,Haig Court,CB4 1TT,monthly,546174.62,259884.7,120000000,123500000,3500000,3500000,0.583333,137
CMOB,C26,4th,Friday,6,Cambridge,Pippin Drive,CB4 1GL,monthly,547128.7,260725.18,124500000,131500000,3000000,3000000,0.5,138
CMOB,C26,4th,Friday,7,Milton,Post Office,CB24 6BW,twice monthly,547855.68,262827.7,142500000,152500000,10000000,10000000,1,139
CMOB,C26,4th,Friday,8,Milton,Community Centre,CB24 6BL,monthly,547597.4,262477.92,153000000,163000000,10000000,10000000,1,140
HMOB,H2,1st,Tuesday,1,Steeple Morden,Russell Close,SG8 0NE,monthly,528783.87,242625.54,102000000,110500000,4500000,4500000,0.75,141
HMOB,H2,1st,Tuesday,2,Guilden Morden,St. Marys Church,SG8 0JD,monthly,527949.12,244102.23,111500000,115500000,4000000,4000000,0.666667,142
HMOB,H2,1st,Tuesday,3,Tadlow,Post Box,SG8 0ES,monthly,528132.05,247395.31,121000000,124000000,3000000,3000000,0.5,143
HMOB,H2,1st,Tuesday,4,Litlington,Church Street,SG8 0QB,monthly,531141.64,242691.87,140000000,141500000,1500000,1500000,0.25,144
HMOB,H2,1st & 3rd,Tuesday,5,Bassingbourn,Knutsford Road,SG8 5HS,twice monthly,533433.44,243893.92,143000000,160000000,13000000,13000000,1.5,145
HMOB,H3,1st,Wednesday,1,Pidley,"Village Hall, Warboys Rd.",PE28 3DA,monthly,532943.33,278058.11,100000000,102000000,2000000,2000000,0.333333,146
HMOB,H3,1st,Wednesday,2,Woodhurst,"Old Post Office, Church St.",PE28 3BN,monthly,531695.68,276099.59,104000000,110500000,2500000,2500000,0.416667,147
HMOB,H3,1st,Wednesday,3,Bluntisham,Wheatley Cresent,PE28 3XN,monthly,536842,275132,112000000,114000000,2000000,2000000,0.333333,148
HMOB,H3,1st,Wednesday,4,Colne,"Village Hall, East St.",PE28 3LZ,monthly,537320.13,275848.31,115500000,121500000,2000000,2000000,0.333333,149
HMOB,H3,1st,Wednesday,5,Somersham,"Windsor Court, Springfield.",PE28 3JA,monthly,536500.96,278135.06,123000000,130000000,3000000,3000000,0.5,150
HMOB,H3,1st,Wednesday,6,Earith,"Bus Shelter, Whybrows Lane",PE28 3PY,monthly,538416.9,274960.46,142000000,145000000,3000000,3000000,0.5,151
HMOB,H3,1st,Wednesday,7,Earith,66 Greenfields/ School Road,PE28 3QH,monthly,538645,275079,150000000,154000000,4000000,4000000,0.666667,152
HMOB,H3,1st,Wednesday,8,Holywell,Ferryboat Inn car park,PE28 2JB,monthly,534227.81,270676.88,155500000,161000000,1500000,1500000,0.25,153
HMOB,H3,1st,Wednesday,9,Needingworth,"Playing Field, Overcote Lane.",PE27 4TU,monthly,534332.89,272002.03,162000000,165000000,3000000,3000000,0.5,154
HMOB,H4,1st,Thursday,1,Brampton,"High Street, Post Office.",PE28 4TG,monthly,521175.83,270769.05,100000000,101500000,1500000,1500000,0.25,155
HMOB,H4,1st,Thursday,2,Brampton,West End,PE28 4RQ,monthly,520468.72,270934.26,102500000,104500000,2000000,2000000,0.333333,156
HMOB,H4,1st,Thursday,3,Brampton,"Hilary Lodge, Horseshoes Way.",PE28 4TL,monthly,520893.39,270908.47,105000000,111500000,2500000,2500000,0.416667,157
HMOB,H4,1st,Thursday,4,Brampton,Miller Way opp. Emery Close,PE28 4RU,monthly,520524,271266,112500000,114000000,1500000,1500000,0.25,158
HMOB,H4,1st,Thursday,5,Brampton,"Hanover Court, Miller way",PE28 4RY,monthly,520854.7,271184.14,114500000,120000000,1500000,1500000,0.25,159
HMOB,H4,1st,Thursday,6,Huntingdon,Millfield House,PE29 3TT,monthly,523493.92,271695.19,121000000,124000000,3000000,3000000,0.5,160
HMOB,H4,1st,Thursday,7,Huntingdon,Ferrars Hall Care Home,PE29 3DQ,monthly,523458,272027,135000000,141000000,2000000,2000000,0.333333,161
HMOB,H4,1st,Thursday,8,Great Stukeley,"Church Road, West View",PE28 4AN,monthly,521884,274493,142500000,144500000,2000000,2000000,0.333333,162
HMOB,H4,1st,Thursday,9,Alconbury,"Primary School, School Lane, Layby",PE28 4EQ,monthly,518662,276175,150000000,154000000,4000000,4000000,0.666667,163
HMOB,H4,1st,Thursday,10,Alconbury,Maypole Square,PE28 4DY,monthly,518554.44,275977.06,155000000,163000000,4000000,4000000,0.666667,164
HMOB,H5,1st,Friday,1,Waresley,Duncombe Arms,SG19 3BS,monthly,524987.17,254558.5,104000000,110000000,2000000,2000000,0.333333,165
HMOB,H5,1st,Friday,2,Gamlingay,Avenells Way,SG19 3EU,monthly,523856.3,252475.01,111000000,114000000,3000000,3000000,0.5,166
HMOB,H5,1st,Friday,3,Gamlingay,Blythe Way,SG19 3JQ,monthly,523836.53,252115.49,114500000,121500000,3000000,3000000,0.5,167
HMOB,H5,1st,Friday,4,Abbotsley,"Church lay-By, High St",PE19 6UL,monthly,522746.82,256577.05,123000000,131500000,4500000,4500000,0.75,168
HMOB,H5,1st,Friday,5,Great Gransden,Church Street,SG19 3AF,monthly,527065.37,255674.67,141500000,144500000,3000000,3000000,0.5,169
HMOB,H5,1st,Friday,6,Little Gransden,Chequers Pub,SG19 3DW,monthly,527239.22,255231.48,145500000,151500000,2000000,2000000,0.333333,170
HMOB,H5,1st,Friday,7,Eltisley,The Green,PE19 6TG,monthly,527176.18,259746.31,153000000,160000000,3000000,3000000,0.5,171
HMOB,H8,2nd,Monday,1,Eaton Socon,"McNish Court, Grenville Way",PE19 8PE,monthly,516761.63,258869.14,100000000,102500000,2500000,2500000,0.416667,172
HMOB,H8,2nd,Monday,2,Eaton Socon,Queens Court,PE19 3BZ,monthly,516942.07,259399.67,103000000,105000000,2000000,2000000,0.333333,173
HMOB,H8,2nd,Monday,3,Eaton Socon,Nelson Lodge Care Home,PE19 8AB,monthly,516535,258667,110000000,113000000,3000000,3000000,0.5,174
HMOB,H8,2nd,Monday,4,Eaton Ford,Hanover Court,PE19 7SG,monthly,517716.17,260181.86,114000000,120000000,2000000,2000000,0.333333,175
HMOB,H8,2nd,Monday,5,Eaton Ford,"Cavendish Court, Crosshall Rd.",PE19 7SR,monthly,517854.45,260182.25,120500000,122000000,1500000,1500000,0.25,176
HMOB,H8,2nd,Monday,6,St Neots,"Waterside Court, Church Street.",PE19 2BL,monthly,518504.96,260075.1,123000000,130000000,3000000,3000000,0.5,177
HMOB,H8,2nd,Monday,7,St Neots,"Old Market Court, Tebbutts Road.",PE19 1DJ,monthly,518413.6,260457.41,141500000,144500000,3000000,3000000,0.5,178
HMOB,H8,2nd,Monday,8,St Neots,The Close/ Meadow Close,PE19 1JR,monthly,518728.04,260200.5,145500000,151000000,1500000,1500000,0.25,179
HMOB,H8,2nd,Monday,9,St Neots,"Chesterton Court, Russell St.",PE19 1BA,monthly,518442,260535,152000000,155500000,3500000,3500000,0.583333,180
HMOB,H9,2nd,Tuesday,1,Godmanchester,Rectory Gardens,PE29 2BH,monthly,525028.05,270677.65,100500000,103000000,2500000,2500000,0.416667,181
